,Unnamed: 0,name,type,kind,development_stage,vitality,attack,harmful,universe
5316,5316,Brotherhood of the Fire Fist - Rhino,Effect Monster,beast-warrior,0.3333333333333333,0.34,0.34,True,yugioh
2512,2512,Brotherhood of the Fire Fist - Rooster,Effect Monster,beast-warrior,0.25,0.3,0.3,True,yugioh
6038,6038,Brotherhood of the Fire Fist - Snake,Effect Monster,beast-warrior,0.3333333333333333,0.36,0.36,True,yugioh
139,139,Brotherhood of the Fire Fist - Spirit,Tuner Monster,beast-warrior,0.25,0.1,0.1,True,yugioh
217,217,Brotherhood of the Fire Fist - Swallow,Effect Monster,beast-warrior,0.4166666666666667,0.4,0.4,True,yugioh
7597,7597,Brown Bear,Unaligned,beast,0.25,0.2451479289940828,0.5533333333333333,True,dd5
521,521,"Brron, Mad King of Dark World",Effect Monster,fiend,0.3333333333333333,0.36,0.36,True,yugioh
7021,7021,Brunwulf Free-Winter,CombatWarrior1H,nord,0.0049261083743842,0.0410429744084983,0.0742177285801446,False,skyrim
2956,2956,Brushfire Knight,Effect Monster,warrior,0.3333333333333333,0.28,0.28,True,yugioh
2447,2447,Brutal Potion,Trap Card,normal,,,,False,yugioh
6863,6863,Bryling,CombatWarrior1H,nord,0.0110837438423645,0.0690487687107677,0.0823672971323978,False,skyrim
6789,6789,Brynjolf,CombatThief,nord,0.998768472906404,0.0603573153066151,0.0933931839972108,False,skyrim
4371,4371,Bubble Blaster,Spell Card,equip,,,,False,yugioh
4762,4762,Bubble Bringer,Trap Card,continuous,,,,False,yugioh
4992,4992,Bubble Crash,Trap Card,normal,,,,False,yugioh
5020,5020,Bubble Shuffle,Spell Card,quick-play,,,,False,yugioh
510,510,Bubonic Vermin,Flip Effect Monster,beast,0.25,0.18,0.18,True,yugioh
897,897,Bug Emergency,Trap Card,normal,,,,False,yugioh
7598,7598,Bugbear,Chaotic Evil,humanoid (goblinoid),0.0625,0.3399704142011834,0.5700000000000001,True,dd5
1974,1974,Bujin Arasuda,Effect Monster,beast-warrior,0.3333333333333333,0.38,0.32,True,yugioh
765,765,Bujin Hirume,Effect Monster,beast-warrior,0.3333333333333333,0.4,0.4,True,yugioh
4377,4377,Bujin Mikazuchi,Effect Monster,beast-warrior,0.3333333333333333,0.38,0.38,True,yugioh
5096,5096,Bujin Regalia - The Jewel,Trap Card,normal,,,,False,yugioh
2848,2848,Bujin Regalia - The Mirror,Spell Card,normal,,,,False,yugioh
2461,2461,Bujin Regalia - The Sword,Trap Card,normal,,,,False,yugioh
2622,2622,Bujin Yamato,Effect Monster,beast-warrior,0.3333333333333333,0.36,0.36,True,yugioh
5933,5933,Bujincarnation,Spell Card,normal,,,,False,yugioh
921,921,Bujincident,Trap Card,normal,,,,False,yugioh
5360,5360,Bujinfidel,Trap Card,normal,,,,False,yugioh
3472,3472,Bujingi Boar,Effect Monster,beast,0.3333333333333333,0.38,0.22,True,yugioh
6372,6372,Bujingi Centipede,Effect Monster,beast,0.3333333333333333,0.34,0.34,True,yugioh
5511,5511,Bujingi Crane,Effect Monster,winged beast,0.3333333333333333,0.32,0.32,True,yugioh
1965,1965,Bujingi Fox,Effect Monster,beast,0.3333333333333333,0.42,0.04,True,yugioh
4819,4819,Bujingi Hare,Effect Monster,beast,0.3333333333333333,0.34,0.34,True,yugioh
1322,1322,Bujingi Ibis,Effect Monster,winged beast,0.3333333333333333,0.32,0.32,True,yugioh
891,891,Bujingi Pavo,Effect Monster,winged beast,0.3333333333333333,0.34,0.34,True,yugioh
4117,4117,Bujingi Peacock,Effect Monster,winged beast,0.3333333333333333,0.36,0.36,True,yugioh
5603,5603,Bujingi Quilin,Effect Monster,beast,0.3333333333333333,0.32,0.32,True,yugioh
984,984,Bujingi Raven,Effect Monster,winged beast,0.3333333333333333,0.32,0.32,True,yugioh
4606,4606,Bujingi Sinyou,Effect Monster,beast,0.3333333333333333,0.3,0.3,True,yugioh
488,488,Bujingi Turtle,Effect Monster,beast,0.3333333333333333,0.34,0.34,True,yugioh
2609,2609,Bujingi Wolf,Effect Monster,beast,0.3333333333333333,0.4,0.22,True,yugioh
5512,5512,Bujinki Amaterasu,XYZ Monster,beast-warrior,0.3333333333333333,0.52,0.52,True,yugioh
158,158,Bujintei Kagutsuchi,XYZ Monster,beast-warrior,0.3333333333333333,0.5,0.5,True,yugioh
6098,6098,Bujintei Susanowo,XYZ Monster,beast-warrior,0.3333333333333333,0.48,0.48,True,yugioh
5880,5880,Bujintei Tsukuyomi,XYZ Monster,beast-warrior,0.3333333333333333,0.46,0.36,True,yugioh
4529,4529,Bujintervention,Spell Card,normal,,,,False,yugioh
2720,2720,Bujinunity,Spell Card,normal,,,,False,yugioh
7290,7290,Bujold the Unworthy,None,nord,0.998768472906404,0.0719459198454852,0.0866817746012376,True,skyrim
7599,7599,Bulette,Unaligned,monstrosity,0.25,0.4095266272189349,0.6733333333333333,True,dd5
6558,6558,Bulfrek,None,nord,0.0073891625615763,0.0439401255432158,0.0930279787326767,False,skyrim
2918,2918,Bull Blader,Effect Monster,warrior,0.3333333333333333,0.32,0.32,True,yugioh
5579,5579,Bunilla,Normal Monster,beast,0.0833333333333333,0.41,0.03,True,yugioh
3675,3675,Burden of the Mighty,Spell Card,continuous,,,,False,yugioh
526,526,Burglar,Normal Monster,beast,0.25,0.17,0.17,True,yugioh
4007,4007,Burial from a Different Dimension,Spell Card,quick-play,,,,False,yugioh
4383,4383,"Burner, Dragon Ruler of Sparks",Effect Monster,dragon,0.25,0.2,0.2,True,yugioh
3420,3420,Burning Algae,Effect Monster,pyro,0.25,0.3,0.1,True,yugioh
4828,4828,Burning Beast,Union Effect Monster,pyro,0.3333333333333333,0.3,0.3,True,yugioh
2004,2004,Burning Land,Spell Card,continuous,,,,False,yugioh
2159,2159,Burning Skull Head,Effect Monster,zombie,0.25,0.2,0.2,True,yugioh
1562,1562,Burning Spear,Spell Card,equip,,,,False,yugioh
2110,2110,Burnout,Trap Card,normal,,,,False,yugioh
4095,4095,Burst Rebirth,Trap Card,normal,,,,False,yugioh
2224,2224,Burst Return,Spell Card,normal,,,,False,yugioh
1469,1469,Burst Stream of Destruction,Spell Card,normal,,,,False,yugioh
289,289,"Buster Blader, the Destruction Swordmaster",Effect Monster,warrior,0.5833333333333334,0.52,0.52,True,yugioh
5147,5147,Buster Blaster,Union Effect Monster,machine,0.0833333333333333,0.0,0.0,False,yugioh
970,970,Buster Dragon,Synchro Monster,dragon,0.6666666666666666,0.56,0.24,True,yugioh
421,421,Buster Gundil the Cubic Behemoth,Effect Monster,beast,0.3333333333333333,0.0,0.0,False,yugioh
4064,4064,Buster Whelp of the Destruction Swordsman,Tuner Monster,dragon,0.0833333333333333,0.08,0.08,True,yugioh
5566,5566,Butterfly Dagger - Elma,Spell Card,equip,,,,False,yugioh
6111,6111,Butterflyoke,Trap Card,normal,,,,False,yugioh
5144,5144,Butterspy Protection,Trap Card,normal,,,,False,yugioh
2835,2835,By Order of the Emperor,Trap Card,continuous,,,,False,yugioh
2987,2987,Byroad Sacrifice,Trap Card,normal,,,,False,yugioh
1462,1462,Byser Shock,Effect Monster,fiend,0.4166666666666667,0.16,0.16,True,yugioh
288,288,C-Crush Wyvern,Union Effect Monster,machine,0.3333333333333333,0.4,0.24,True,yugioh
5450,5450,CXyz Barian Hope,XYZ Monster,warrior,0.5833333333333334,0.0,0.0,False,yugioh
6142,6142,CXyz Battleship Cherry Blossom,XYZ Monster,plant,0.3333333333333333,0.48,0.48,True,yugioh
1069,1069,CXyz Comics Hero Legend Arthur,XYZ Monster,warrior,0.4166666666666667,0.6,0.6,True,yugioh
1934,1934,CXyz Dark Fairy Cheer Girl,XYZ Monster,fairy,0.4166666666666667,0.5,0.5,True,yugioh
3374,3374,CXyz Mechquipped Djinn Angeneral,XYZ Monster,fairy,0.3333333333333333,0.52,0.52,True,yugioh
3354,3354,CXyz Simon the Great Moral Leader,XYZ Monster,spellcaster,0.5833333333333334,0.6,0.6,True,yugioh
4019,4019,CXyz Skypalace Babylon,XYZ Monster,machine,0.9166666666666666,0.8,0.76,True,yugioh
2567,2567,Cactus Bouncer,Effect Monster,plant,0.3333333333333333,0.36,0.36,True,yugioh
5979,5979,Cactus Fighter,Effect Monster,plant,0.3333333333333333,0.38,0.38,True,yugioh
757,757,"Cagna, Malebranche of the Burning Abyss",Effect Monster,fiend,0.25,0.3,0.3,True,yugioh
6685,6685,Cairine,None,breton,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
1766,1766,"Cairngorgon, Antiluminescent Knight",XYZ Monster,rock,0.3333333333333333,0.49,0.49,True,yugioh
6351,6351,Caius the Mega Monarch,Effect Monster,fiend,0.6666666666666666,0.56,0.56,True,yugioh
787,787,Caius the Shadow Monarch,Effect Monster,fiend,0.5,0.48,0.48,True,yugioh
5876,5876,"Calcab, Malebranche of the Burning Abyss",Effect Monster,fiend,0.25,0.28,0.28,True,yugioh
6672,6672,Calcelmo,CombatMageConjurer,high elf,0.998768472906404,0.024142926122646,0.0694238647258781,False,skyrim
7033,7033,Calder,CombatWarrior1H,nord,0.998768472906404,0.0482858522452921,0.0694238647258781,True,skyrim
5436,5436,Caligo Claw Crow,Effect Monster,winged beast,0.1666666666666666,0.18,0.18,True,yugioh
7022,7022,Calixto Corrium,None,imperial,0.0098522167487684,0.0579430226943505,0.086202388215811,False,skyrim
5874,5874,Call of the Atlanteans,Spell Card,quick-play,,,,False,yugioh
5296,5296,Call of the Earthbound,Trap Card,normal,,,,False,yugioh
1398,1398,Call of the Grave,Trap Card,normal,,,,False,yugioh
6460,6460,Call of the Haunted,Trap Card,continuous,,,,False,yugioh
409,409,Call of the Mummy,Spell Card,continuous,,,,False,yugioh
3690,3690,Call of the Reaper,Trap Card,normal,,,,False,yugioh
4214,4214,Calming Magic,Spell Card,normal,,,,False,yugioh
7600,7600,Camel,Unaligned,beast,0.25,0.191094674556213,0.5966666666666667,True,dd5
438,438,Cameraclops,Effect Monster,warrior,0.3333333333333333,0.32,0.28,True,yugioh
7167,7167,Camilla Valerius,None,imperial,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
3906,3906,Candle of Fate,Normal Monster,fiend,0.1666666666666666,0.12,0.12,True,yugioh
6402,6402,Caninetaur,Effect Monster,beast-warrior,0.25,0.3,0.3,True,yugioh
936,936,Cannon Soldier,Effect Monster,machine,0.3333333333333333,0.28,0.28,True,yugioh
1196,1196,Cannon Soldier MK-2,Effect Monster,machine,0.4166666666666667,0.38,0.38,True,yugioh
6440,6440,Cannonball Spear Shellfish,Effect Monster,aqua,0.1666666666666666,0.2,0.2,True,yugioh
1315,1315,Canon the Melodious Diva,Effect Monster,fairy,0.3333333333333333,0.4,0.28,True,yugioh
2289,2289,Canyon,Spell Card,field,,,,False,yugioh
6865,6865,Captain Aldis,None,nord,0.998768472906404,0.024142926122646,0.0694238647258781,True,skyrim
6608,6608,Captain Aquilius,None,redguard,0.001231527093596,0.0169000482858522,0.0562843197071385,True,skyrim
7411,7411,Captain Avidius,None,redguard,0.001231527093596,0.024142926122646,0.0694238647258781,False,skyrim
7460,7460,Captain Hargar,None,nord,0.001231527093596,0.0169000482858522,0.0562843197071385,True,skyrim
7024,7024,Captain Lonely-Gale,CombatWarrior1H,nord,0.0123152709359605,0.0748430709802028,0.0838054562886777,False,skyrim
7461,7461,Captain Valmir (Imperial),None,high elf,0.0049261083743842,0.061323032351521,0.0806310468055434,True,skyrim
6716,6716,Captain Veleth,CombatWarrior2H,dark elf,0.998768472906404,0.2317720907774022,0.1437287544670095,True,skyrim
6555,6555,Captain Wayfinder,None,nord,0.0049261083743842,0.0386286817962337,0.0766146605072779,False,skyrim
3064,3064,Caravan of the Ice Barrier,Effect Monster,sea serpent,0.0833333333333333,0.1,0.1,True,yugioh
1313,1313,Carboneddon,Effect Monster,dinosaur,0.25,0.16,0.16,True,yugioh
4248,4248,Card Advance,Spell Card,normal,,,,False,yugioh
3452,3452,Card Blocker,Effect Monster,warrior,0.25,0.08,0.08,True,yugioh
4161,4161,Card Breaker,Effect Monster,warrior,0.1666666666666666,0.18,0.02,True,yugioh
5846,5846,Card Destruction,Spell Card,normal,,,,False,yugioh
2185,2185,Card Ejector,Effect Monster,spellcaster,0.25,0.08,0.08,True,yugioh
395,395,Card Guard,Effect Monster,fiend,0.3333333333333333,0.32,0.32,True,yugioh
5837,5837,Card Rotator,Spell Card,normal,,,,False,yugioh
1001,1001,Card Shuffle,Spell Card,continuous,,,,False,yugioh
3990,3990,Card Trader,Spell Card,continuous,,,,False,yugioh
4858,4858,Card of Demise,Spell Card,normal,,,,False,yugioh
6359,6359,Card of Sacrifice,Trap Card,normal,,,,False,yugioh
4717,4717,Card of Safe Return,Spell Card,continuous,,,,False,yugioh
3484,3484,Card of Sanctity,Spell Card,normal,,,,False,yugioh
576,576,Card of the Soul,Spell Card,normal,,,,False,yugioh
3743,3743,Cardcar D,Effect Monster,machine,0.1666666666666666,0.16,0.16,True,yugioh
354,354,Cards for Black Feathers,Spell Card,normal,,,,False,yugioh
4480,4480,Cards from the Sky,Spell Card,normal,,,,False,yugioh
3216,3216,Cards of Consonance,Spell Card,normal,,,,False,yugioh
2643,2643,Cards of the Red Stone,Spell Card,normal,,,,False,yugioh
6945,6945,Carlotta Valentia,None,imperial,0.0049261083743842,0.036214389183969,0.0833086376710537,False,skyrim
3827,3827,Carrierroid,Effect Monster,machine,0.3333333333333333,0.2,0.2,True,yugioh
4875,4875,Cash Back,Trap Card,counter,,,,False,yugioh
2986,2986,Castle Gate,Effect Monster,rock,0.5,0.48,0.0,False,yugioh
3616,3616,Castle Walls,Trap Card,normal,,,,False,yugioh
4,4,Castle of Dark Illusions,Flip Effect Monster,fiend,0.3333333333333333,0.386,0.184,True,yugioh
1104,1104,Castle of Dragon Souls,Trap Card,continuous,,,,False,yugioh
7601,7601,Cat,Unaligned,beast,0.03125,0.2414792899408284,0.5733333333333333,True,dd5
5309,5309,Catalyst Field,Spell Card,field,,,,False,yugioh
6450,6450,Catapult Turtle,Effect Monster,aqua,0.4166666666666667,0.4,0.2,True,yugioh
3035,3035,Catapult Warrior,Synchro Monster,warrior,0.4166666666666667,0.3,0.2,True,yugioh
1167,1167,Catapult Zone,Spell Card,field,,,,False,yugioh
4427,4427,Catoblepas and the Witch of Fate,Effect Monster,spellcaster,0.3333333333333333,0.36,0.36,True,yugioh
4129,4129,Cattle Call,Spell Card,quick-play,,,,False,yugioh
6417,6417,Cave Dragon,Effect Monster,dragon,0.3333333333333333,0.4,0.4,True,yugioh
2946,2946,Ceasefire,Trap Card,normal,,,,False,yugioh
6636,6636,Cedran,None,breton,0.0073891625615763,0.0429744084983099,0.0961352741218513,False,skyrim
7261,7261,Celann,CombatWarrior1H,breton,0.998768472906404,0.0482858522452921,0.0694238647258781,True,skyrim
3596,3596,Celestia,Spell Card,field,,,,False,yugioh
4526,4526,Celestial Sword - Eatos,Spell Card,equip,,,,False,yugioh
2350,2350,Celestial Transformation,Spell Card,quick-play,,,,False,yugioh
2675,2675,"Celestial Wolf Lord, Blue Sirius",Synchro Monster,beast-warrior,0.5,0.48,0.48,True,yugioh
6328,6328,Cell Explosion Virus,Trap Card,normal,,,,False,yugioh
3721,3721,Celtic Guard of Noble Arms,Effect Monster,warrior,0.3333333333333333,0.42,0.42,True,yugioh
4187,4187,Cemetary Bomb,Trap Card,normal,,,,False,yugioh
7602,7602,Centaur,Neutral Good,monstrosity,0.25,0.273284023668639,0.6566666666666667,True,dd5
149,149,Centrifugal Field,Spell Card,field,,,,False,yugioh
1656,1656,Ceremonial Bell,Effect Monster,spellcaster,0.25,0.37,0.0,False,yugioh
626,626,"Ceruli, Guru of Dark World",Effect Monster,fiend,0.0833333333333333,0.06,0.02,True,yugioh
2286,2286,Cestus of Dagla,Spell Card,equip,,,,False,yugioh
3951,3951,Chain Burst,Trap Card,continuous,,,,False,yugioh
101,101,Chain Destruction,Trap Card,normal,,,,False,yugioh
4192,4192,Chain Detonation,Trap Card,normal,,,,False,yugioh
7603,7603,Chain Devil,Lawful Evil,fiend (devil),0.0625,0.3828698224852071,0.5700000000000001,True,dd5
4658,4658,Chain Disappearance,Trap Card,normal,,,,False,yugioh
276,276,Chain Dispel,Trap Card,normal,,,,False,yugioh
6265,6265,Chain Energy,Spell Card,continuous,,,,False,yugioh
2059,2059,Chain Healing,Trap Card,normal,,,,False,yugioh
6345,6345,Chain Ignition,Trap Card,continuous,,,,False,yugioh
3244,3244,Chain Material,Trap Card,normal,,,,False,yugioh
1127,1127,Chain Resonator,Tuner Monster,fiend,0.0833333333333333,0.02,0.02,True,yugioh
806,806,Chain Summoning,Spell Card,quick-play,,,,False,yugioh
1828,1828,Chain Whirlwind,Trap Card,normal,,,,False,yugioh
6212,6212,Chainsaw Insect,Effect Monster,insect,0.3333333333333333,0.48,0.48,True,yugioh
5273,5273,Chakra,Ritual Monster,fiend,0.5833333333333334,0.49,0.49,True,yugioh
3633,3633,Chamberlain of the Six Samurai,Normal Monster,warrior,0.25,0.4,0.04,True,yugioh
7462,7462,Champion of Boethiah,None,dark elf,0.0086206896551724,0.0502172863351038,0.1209640024405125,True,skyrim
1561,1561,Change Slime,Normal Monster,aqua,0.0833333333333333,0.08,0.08,True,yugioh
339,339,Change of Heart,Spell Card,normal,,,,False,yugioh
5950,5950,Change of Hero - Reflector Ray,Trap Card,normal,,,,False,yugioh
2107,2107,Changer Synchron,Tuner Monster,machine,0.0833333333333333,0.0,0.0,False,yugioh
2038,2038,Changing Destiny,Trap Card,normal,,,,False,yugioh
1574,1574,"Chaofeng, Phantom of the Yang Zing",Synchro Monster,wyrm,0.75,0.56,0.56,True,yugioh
4216,4216,Chaos Ancient Gear Giant,Fusion Monster,machine,0.8333333333333334,0.9,0.9,True,yugioh
416,416,Chaos Burst,Trap Card,normal,,,,False,yugioh
5824,5824,Chaos Command Magician,Effect Monster,spellcaster,0.5,0.48,0.48,True,yugioh
4957,4957,Chaos End,Spell Card,normal,,,,False,yugioh
1727,1727,Chaos Form,Spell Card,ritual,,,,False,yugioh
2545,2545,Chaos Goddess,Synchro Monster,fairy,0.6666666666666666,0.5,0.5,True,yugioh
348,348,Chaos Infinity,Trap Card,normal,,,,False,yugioh
2942,2942,Chaos King Archfiend,Synchro Monster,fiend,0.5833333333333334,0.52,0.52,True,yugioh
117,117,Chaos Necromancer,Effect Monster,fiend,0.0833333333333333,0.0,0.0,False,yugioh
6482,6482,Chaos Scepter Blast,Spell Card,quick-play,,,,False,yugioh
6172,6172,Chaos Seed,Spell Card,normal,,,,False,yugioh
774,774,Chaos Sorcerer,Effect Monster,spellcaster,0.5,0.46,0.46,True,yugioh
954,954,Chaos Trap Hole,Trap Card,counter,,,,False,yugioh
3811,3811,Chaos-End Master,Tuner Monster,warrior,0.25,0.3,0.3,True,yugioh
3918,3918,Chaosrider Gustaph,Effect Monster,warrior,0.3333333333333333,0.3,0.28,True,yugioh
1080,1080,Charcoal Inpachi,Normal Monster,pyro,0.0833333333333333,0.42,0.02,True,yugioh
640,640,Charging Gaia the Fierce Knight,Effect Monster,warrior,0.5833333333333334,0.46,0.46,True,yugioh
4018,4018,Charioteer of Prophecy,Effect Monster,spellcaster,0.3333333333333333,0.36,0.36,True,yugioh
4110,4110,Charm of Shabti,Effect Monster,rock,0.0833333333333333,0.02,0.02,True,yugioh
5229,5229,Charming Resort Staff,Effect Monster,fairy,0.25,0.06,0.06,True,yugioh
3031,3031,Charubin the Fire Knight,Fusion Monster,pyro,0.25,0.22,0.22,True,yugioh
5575,5575,Checkmate,Spell Card,normal,,,,False,yugioh
2223,2223,Cheepcheepcheep,Effect Monster,winged beast,0.0833333333333333,0.06,0.06,True,yugioh
4490,4490,Chemicritter Hydron Hawk,Gemini Monster,winged beast,0.1666666666666666,0.28,0.28,True,yugioh
1567,1567,Chemicritter Oxy Ox,Gemini Monster,beast,0.1666666666666666,0.42,0.0,False,yugioh
48,48,Cherry Inmato,Tuner Monster,plant,0.1666666666666666,0.14,0.14,True,yugioh
3682,3682,Chevalier de Fleur,Synchro Monster,warrior,0.6666666666666666,0.54,0.54,True,yugioh
603,603,Chewbone,Flip Effect Monster,zombie,0.25,0.06,0.06,True,yugioh
604,604,Chewbone Jr. Token,Token,zombie,,,,False,yugioh
5430,5430,Chicken Game,Spell Card,field,,,,False,yugioh
7203,7203,Chief Burguk,TrainerOneHandedMaster,orc,0.0184729064039408,0.1028488652824722,0.1159243441122635,True,skyrim
7222,7222,Chief Larak,TrainerBlockMaster,orc,0.0184729064039408,0.0965717044905842,0.1393445480693803,True,skyrim
7230,7230,Chief Mauhulakh,GuardOrc2H,orc,0.0184729064039408,0.1028488652824722,0.1361204567244835,True,skyrim
7215,7215,Chief Yamarz,GuardOrc1H,orc,0.998768472906404,0.5070014485755674,0.0694238647258781,True,skyrim
7604,7604,Chimera,Chaotic Evil,monstrosity,0.25,0.3643195266272189,0.53,True,dd5
403,403,Chimera the Flying Mythical Beast,Fusion Monster,beast,0.5,0.42,0.42,True,yugioh
6261,6261,Chimeratech Fortress Dragon,Fusion Monster,machine,0.6666666666666666,0.0,0.0,False,yugioh
5215,5215,Chimeratech Overdragon,Fusion Monster,machine,0.75,0.0,0.0,False,yugioh
1396,1396,Chiron the Mage,Effect Monster,beast-warrior,0.3333333333333333,0.36,0.36,True,yugioh
6353,6353,"Chirubimé, Princess of Autumn Leaves",Effect Monster,plant,0.6666666666666666,0.56,0.36,True,yugioh
4602,4602,Chivalry,Trap Card,counter,,,,False,yugioh
