,name,type,kind,development_stage,vitality,attack,harmful,universe
1109,Turbo Cannon,Synchro Monster,Machine,0.25,0.0,0.0,False,yugioh
1110,Infernity Randomizer,Effect Monster,Warrior,0.08333333333333333,0.18,0.18,True,yugioh
1111,Steel Scorpion,Effect Monster,Machine,0.08333333333333333,0.06,0.05,True,yugioh
1112,Sage's Stone,Spell Card,Normal,,,,False,yugioh
1113,Majespecter Sonics,Spell Card,Quick-Play,,,,False,yugioh
1114,Malice Dispersion,Spell Card,Quick-Play,,,,False,yugioh
1115,Ninjitsu Art of Shadow Sealing,Trap Card,Continuous,,,,False,yugioh
1116,Heavy Freight Train Derricrane,Effect Monster,Machine,0.8333333333333334,0.56,0.56,True,yugioh
1117,Abyss Script - Rise of the Abyss King,Spell Card,Normal,,,,False,yugioh
1118,Grand Tiki Elder,Normal Monster,Fiend,0.3333333333333333,0.3,0.3,True,yugioh
1119,Thunderclap Skywolf,Effect Monster,Thunder,0.5833333333333334,0.5,0.5,True,yugioh
1120,Treaty on Uniform Nomenclature,Trap Card,Normal,,,,False,yugioh
1121,Flare Resonator,Tuner Monster,Fiend,0.25,0.26,0.06,True,yugioh
1122,Dark Flare Knight,Fusion Monster,Warrior,0.5,0.44,0.44,True,yugioh
1123,Man-Eating Treasure Chest,Normal Monster,Fiend,0.3333333333333333,0.32,0.32,True,yugioh
1124,King Dragun,Fusion Monster,Dragon,0.5833333333333334,0.48,0.48,True,yugioh
1125,P.M. Captor,Pendulum Effect Monster,Zombie,0.3333333333333333,0.36,0.36,True,yugioh
1126,Flamvell Baby,Tuner Monster,Pyro,0.08333333333333333,0.16,0.16,True,yugioh
1127,Chain Resonator,Tuner Monster,Fiend,0.08333333333333333,0.02,0.02,True,yugioh
1128,Mokey Mokey King,Fusion Monster,Fairy,0.5,0.06,0.06,True,yugioh
1129,Trap Eater,Tuner Monster,Fiend,0.3333333333333333,0.38,0.38,True,yugioh
1130,Yellow Gadget,Effect Monster,Machine,0.3333333333333333,0.24,0.24,True,yugioh
1131,Firestorm Prominence,Effect Monster,Reptile,0.5833333333333334,0.4,0.4,True,yugioh
1132,Satellarknight Rigel,Effect Monster,Warrior,0.3333333333333333,0.38,0.38,True,yugioh
1133,Neo-Spacian Twinkle Moss,Fusion Monster,Plant,0.3333333333333333,0.22,0.1,True,yugioh
1134,Spiritual Beast Pettlephin,Effect Monster,Aqua,0.3333333333333333,0.4,0.0,False,yugioh
1135,Exodius the Ultimate Forbidden Lord,Effect Monster,Spellcaster,0.8333333333333334,0.0,0.0,False,yugioh
1136,Granadora,Effect Monster,Reptile,0.3333333333333333,0.38,0.38,True,yugioh
1137,Wall of Illusion,Effect Monster,Fiend,0.3333333333333333,0.37,0.2,True,yugioh
1138,Stronghold the Moving Fortress,Trap Card,Continuous,,,,False,yugioh
1139,Moulinglacia the Elemental Lord,Effect Monster,Sea Serpent,0.6666666666666666,0.56,0.56,True,yugioh
1140,Majespecter Storm,Spell Card,Normal,,,,False,yugioh
1141,Denko Sekka,Effect Monster,Thunder,0.3333333333333333,0.34,0.34,True,yugioh
1142,Voltic Bicorn,Synchro Monster,Beast,0.5833333333333334,0.5,0.5,True,yugioh
1143,Core Compression,Spell Card,Normal,,,,False,yugioh
1144,Madolche Chateau,Spell Card,Field,,,,False,yugioh
1145,Moon Dance Ritual,Trap Card,Continuous,,,,False,yugioh
1146,Ancient One of the Deep Forest,Normal Monster,Beast,0.5,0.38,0.36,True,yugioh
1147,Dragon Knight Draco-Equiste,Fusion Monster,Dragon,0.8333333333333334,0.64,0.64,True,yugioh
1148,Spirit of the Books,Normal Monster,Winged Beast,0.3333333333333333,0.28,0.28,True,yugioh
1149,Laval Judgment Lord,Effect Monster,Warrior,0.5833333333333334,0.54,0.54,True,yugioh
1150,Multiple Destruction,Trap Card,Normal,,,,False,yugioh
1151,Book of Moon,Spell Card,Quick-Play,,,,False,yugioh
1152,Blue Thunder T-45,Effect Monster,Machine,0.3333333333333333,0.34,0.34,True,yugioh
1153,Thunder Option Token,Token,Machine,,,,False,yugioh
1154,Super Soldier Ritual,Spell Card,Ritual,,,,False,yugioh
1155,Great Moth,Effect Monster,Insect,0.6666666666666666,0.52,0.52,True,yugioh
1156,Norito the Moral Leader,XYZ Monster,Spellcaster,0.5,0.54,0.54,True,yugioh
1157,Evo-Price,Spell Card,Continuous,,,,False,yugioh
1158,Mushroom Man,Normal Monster,Plant,0.16666666666666666,0.16,0.16,True,yugioh
1159,Mystic Piper,Effect Monster,Spellcaster,0.08333333333333333,0.0,0.0,False,yugioh
1160,Shadow Vampire,Effect Monster,Zombie,0.4166666666666667,0.4,0.4,True,yugioh
1161,Trance the Magic Swordsman,Normal Monster,Spellcaster,0.5,0.52,0.52,True,yugioh
1162,Elemental HERO Mariner,Fusion Monster,Warrior,0.4166666666666667,0.28,0.28,True,yugioh
1163,Rider of the Storm Winds,Tuner Monster,Dragon,0.08333333333333333,0.1,0.1,True,yugioh
1164,Malice Ascendant,Effect Monster,Zombie,0.3333333333333333,0.2,0.14,True,yugioh
1165,Gaia Plate the Earth Giant,Effect Monster,Rock,0.6666666666666666,0.56,0.56,True,yugioh
1166,8-Claws Scorpion,Effect Monster,Insect,0.16666666666666666,0.06,0.06,True,yugioh
1167,Catapult Zone,Spell Card,Field,,,,False,yugioh
1168,Gradius' Option,Effect Monster,Machine,0.08333333333333333,0.0,0.0,False,yugioh
1169,Shark Caesar,XYZ Monster,Fish,0.25,0.4,0.36,True,yugioh
1170,Koa'ki Meiru Overload,Effect Monster,Rock,0.3333333333333333,0.38,0.38,True,yugioh
1171,Negate Attack,Trap Card,Counter,,,,False,yugioh
1172,Life Absorbing Machine,Trap Card,Continuous,,,,False,yugioh
1173,Token Stampede,Trap Card,Continuous,,,,False,yugioh
1174,Samurai Sword Baron,Effect Monster,Warrior,0.3333333333333333,0.32,0.32,True,yugioh
1175,Inferno Tempest,Spell Card,Quick-Play,,,,False,yugioh
1176,Archfiend Interceptor,Effect Monster,Fiend,0.3333333333333333,0.32,0.28,True,yugioh
1177,Ice Queen,Effect Monster,Spellcaster,0.6666666666666666,0.58,0.58,True,yugioh
1178,"Gleipnir, the Fetters of Fenrir",Trap Card,Normal,,,,False,yugioh
1179,The Atmosphere,Effect Monster,Winged Beast,0.6666666666666666,0.2,0.2,True,yugioh
1180,Gokipon,Effect Monster,Insect,0.16666666666666666,0.16,0.16,True,yugioh
1181,DUCKER Mobile Cannon,Flip Effect Monster,Machine,0.25,0.1,0.1,True,yugioh
1182,Synchro Material,Trap Card,Normal,,,,False,yugioh
1183,Ritual Beast Tamer Elder,Effect Monster,Psychic,0.16666666666666666,0.2,0.04,True,yugioh
1184,Darklord Contact,Spell Card,Normal,,,,False,yugioh
1185,Opticlops,Normal Monster,Fiend,0.3333333333333333,0.36,0.36,True,yugioh
1186,Dark Grepher,Effect Monster,Warrior,0.3333333333333333,0.34,0.34,True,yugioh
1187,Twilight Ninja Shingetsu,Effect Monster,Warrior,0.3333333333333333,0.3,0.3,True,yugioh
1188,Infernity Inferno,Trap Card,Normal,,,,False,yugioh
1189,Blue Dragon Ninja,Effect Monster,Sea Serpent,0.4166666666666667,0.42,0.42,True,yugioh
1190,Windwitch - Winter Bell,Synchro Monster,Spellcaster,0.5833333333333334,0.48,0.48,True,yugioh
1191,Morphtronic Mix-up,Trap Card,Normal,,,,False,yugioh
1192,Crimson Ninja,Flip Effect Monster,Warrior,0.08333333333333333,0.06,0.06,True,yugioh
1193,Superheavy Samurai Soulhorns,Effect Monster,Machine,0.08333333333333333,0.06,0.0,False,yugioh
1194,Summoner of Illusions,Flip Effect Monster,Spellcaster,0.25,0.18,0.16,True,yugioh
1195,Tanngnjostr of the Nordic Beasts,Effect Monster,Beast,0.25,0.22,0.16,True,yugioh
1196,Cannon Soldier MK-2,Effect Monster,Machine,0.4166666666666667,0.38,0.38,True,yugioh
1197,Arlownay,Normal Monster,Plant,0.25,0.2,0.16,True,yugioh
1198,Ivy Shackles,Trap Card,Continuous,,,,False,yugioh
1199,Unity,Spell Card,Quick-Play,,,,False,yugioh
1200,Draco Face-Off,Spell Card,Quick-Play,,,,False,yugioh
1201,Nekroz Mirror,Spell Card,Ritual,,,,False,yugioh
1202,Noble Arms - Gallatin,Spell Card,Equip,,,,False,yugioh
1203,Superheavy Samurai Thief,Effect Monster,Machine,0.8333333333333334,0.2,0.2,True,yugioh
1204,Constellar Zubeneschamali,Effect Monster,Machine,0.4166666666666667,0.42,0.42,True,yugioh
1205,Solo the Melodious Songstress,Effect Monster,Fairy,0.3333333333333333,0.32,0.32,True,yugioh
1206,Shore Knight,Effect Monster,Warrior,0.3333333333333333,0.28,0.28,True,yugioh
1207,Common Soul,Spell Card,Continuous,,,,False,yugioh
1208,The Tricky,Effect Monster,Spellcaster,0.4166666666666667,0.4,0.4,True,yugioh
1209,Blackwing - Zephyros the Elite,Effect Monster,Winged Beast,0.3333333333333333,0.32,0.32,True,yugioh
1210,Infernoid Onuncu,Effect Monster,Fiend,0.8333333333333334,0.6,0.6,True,yugioh
1211,Risebell the Star Psycher,Effect Monster,Psychic,0.3333333333333333,0.3,0.3,True,yugioh
1212,Shuffle Reborn,Spell Card,Normal,,,,False,yugioh
1213,Spellbook Magician of Prophecy,Effect Monster,Spellcaster,0.16666666666666666,0.1,0.1,True,yugioh
1214,Jellyfish,Normal Monster,Aqua,0.3333333333333333,0.3,0.24,True,yugioh
1215,Rescue Cat,Effect Monster,Beast,0.3333333333333333,0.06,0.06,True,yugioh
1216,"Gaia, the Polar Knight",Effect Monster,Warrior,0.3333333333333333,0.32,0.32,True,yugioh
1217,Typhoon,Trap Card,Normal,,,,False,yugioh
1218,Red Sprinter,Effect Monster,Fiend,0.3333333333333333,0.34,0.34,True,yugioh
1219,Vorse Raider,Normal Monster,Beast-Warrior,0.3333333333333333,0.38,0.38,True,yugioh
1220,Vorse Raider,Normal Monster,Beast-Warrior,0.3333333333333333,0.38,0.38,True,yugioh
1221,Oafdragon Magician,Pendulum Effect Monster,Spellcaster,0.5,0.42,0.42,True,yugioh
1222,Worm Erokin,Effect Monster,Reptile,0.5,0.48,0.48,True,yugioh
1223,Debris Dragon,Tuner Monster,Dragon,0.3333333333333333,0.4,0.2,True,yugioh
1224,Garoozis,Normal Monster,Beast-Warrior,0.4166666666666667,0.36,0.36,True,yugioh
1225,Mist Valley Baby Roc,Tuner Monster,Winged Beast,0.16666666666666666,0.12,0.08,True,yugioh
1226,"Simorgh, Bird of Divinity",Effect Monster,Winged Beast,0.5833333333333334,0.54,0.54,True,yugioh
1227,Andro Sphinx,Effect Monster,Beast,0.8333333333333334,0.6,0.6,True,yugioh
1228,Stone Ogre Grotto,Normal Monster,Rock,0.4166666666666667,0.32,0.32,True,yugioh
1229,Mystical Elf,Normal Monster,Spellcaster,0.3333333333333333,0.4,0.16,True,yugioh
1230,HTS Psyhemuth,Synchro Monster,Psychic,0.5,0.48,0.48,True,yugioh
1231,The Blazing Mars,Effect Monster,Pyro,0.6666666666666666,0.52,0.52,True,yugioh
1232,Hurricail,Normal Monster,Spellcaster,0.16666666666666666,0.18,0.18,True,yugioh
1233,Violet Crystal,Spell Card,Equip,,,,False,yugioh
1234,House of Adhesive Tape,Trap Card,Normal,,,,False,yugioh
1235,Whirlwind Prodigy,Effect Monster,Fairy,0.3333333333333333,0.32,0.3,True,yugioh
1236,Self-Mummification,Spell Card,Quick-Play,,,,False,yugioh
1237,Dragonpulse Magician,Pendulum Normal Monster,Spellcaster,0.3333333333333333,0.36,0.36,True,yugioh
1238,White Magical Hat,Effect Monster,Spellcaster,0.25,0.2,0.2,True,yugioh
1239,Archfiend Mirror,Normal Monster,Fiend,0.16666666666666666,0.14,0.14,True,yugioh
1240,Destruction Sword Flash,Trap Card,Normal,,,,False,yugioh
1241,Laval Forest Sprite,Tuner Monster,Pyro,0.16666666666666666,0.06,0.06,True,yugioh
1242,Silent Swordsman,Effect Monster,Warrior,0.3333333333333333,0.2,0.2,True,yugioh
1243,Earthbound Immortal Uru,Effect Monster,Insect,0.8333333333333334,0.6,0.6,True,yugioh
1244,Empress Judge,Fusion Monster,Warrior,0.5,0.42,0.42,True,yugioh
1245,Mist Bird Clausolas,Synchro Monster,Winged Beast,0.25,0.46,0.0,False,yugioh
1246,Pop-Up,Spell Card,Quick-Play,,,,False,yugioh
1247,Toon World,Spell Card,Continuous,,,,False,yugioh
1248,Toon World,Spell Card,Continuous,,,,False,yugioh
1249,Toon Goblin Attack Force,Toon Monster,Warrior,0.3333333333333333,0.46,0.46,True,yugioh
1250,Nordic Relic Gungnir,Trap Card,Normal,,,,False,yugioh
1251,Destiny Mirage,Trap Card,Normal,,,,False,yugioh
1252,Ryu-Kishin,Normal Monster,Fiend,0.25,0.2,0.2,True,yugioh
1253,Creature Seizure,Spell Card,Normal,,,,False,yugioh
1254,Unknown Synchron,Tuner Monster,Machine,0.08333333333333333,0.0,0.0,False,yugioh
1255,Infernity Reflector,Trap Card,Normal,,,,False,yugioh
1256,B.E.S. Covered Core,Effect Monster,Machine,0.5833333333333334,0.5,0.5,True,yugioh
1257,Mecha Phantom Beast Sabre Hawk,Effect Monster,Machine,0.3333333333333333,0.42,0.42,True,yugioh
1258,Dandylion,Effect Monster,Plant,0.25,0.06,0.06,True,yugioh
1259,Fluff Token,Token,Plant,,,,False,yugioh
1260,Fluff Token,Token,Plant,,,,False,yugioh
1261,Gokibore,Normal Monster,Insect,0.3333333333333333,0.28,0.24,True,yugioh
1262,Berserker Soul,Spell Card,Quick-Play,,,,False,yugioh
1263,Swarm of Scarabs,Effect Monster,Insect,0.25,0.2,0.1,True,yugioh
1264,Tanngrisnir of the Nordic Beasts,Effect Monster,Beast,0.25,0.24,0.24,True,yugioh
1265,Nordic Beast Token,Token,Beast,,,,False,yugioh
1266,Kagemusha of the Blue Flame,Normal Monster,Warrior,0.16666666666666666,0.16,0.16,True,yugioh
1267,Performapal Sword Fish,Effect Monster,Fish,0.16666666666666666,0.12,0.12,True,yugioh
1268,Starship Spy Plane,Effect Monster,Machine,0.3333333333333333,0.22,0.22,True,yugioh
1269,Berserker Crush,Spell Card,Quick-Play,,,,False,yugioh
1270,Alien Dog,Effect Monster,Reptile,0.25,0.3,0.3,True,yugioh
1271,Armored Lizard,Normal Monster,Reptile,0.3333333333333333,0.3,0.3,True,yugioh
1272,Superheavy Samurai Prepped Defense,Effect Monster,Machine,0.25,0.42,0.02,True,yugioh
1273,Gamma The Electromagnet Warrior,Effect Monster,Rock,0.25,0.4,0.16,True,yugioh
1274,Sectarian of Secrets,Normal Monster,Spellcaster,0.16666666666666666,0.14,0.14,True,yugioh
1275,Thunder Kid,Normal Monster,Thunder,0.16666666666666666,0.14,0.14,True,yugioh
1276,Morphtronic Smartfon,Tuner Monster,Machine,0.08333333333333333,0.02,0.02,True,yugioh
1277,Granmarg the Mega Monarch,Effect Monster,Rock,0.6666666666666666,0.56,0.56,True,yugioh
1278,Half or Nothing,Trap Card,Normal,,,,False,yugioh
1279,Hi-Speed Re-Level,Spell Card,Normal,,,,False,yugioh
1280,Gauntlet Launcher,XYZ Monster,Warrior,0.5,0.56,0.48,True,yugioh
1281,D.D. Jet Iron,Effect Monster,Machine,0.8333333333333334,0.8,0.8,True,yugioh
1282,Resonator Engine,Spell Card,Normal,,,,False,yugioh
1283,Echo Oscillation,Trap Card,Continuous,,,,False,yugioh
1284,Disciple of the Forbidden Spell,Effect Monster,Warrior,0.3333333333333333,0.34,0.34,True,yugioh
1285,Genex Solar,Effect Monster,Machine,0.5833333333333334,0.5,0.5,True,yugioh
1286,Shock Surprise,Spell Card,Normal,,,,False,yugioh
1287,Vijam the Cubic Seed,Effect Monster,Fiend,0.08333333333333333,0.0,0.0,False,yugioh
1288,Battle Waltz,Spell Card,Normal,,,,False,yugioh
1289,Waltz Token,Token,Warrior,,,,False,yugioh
1290,Skull Knight 2,Effect Monster,Fiend,0.25,0.24,0.2,True,yugioh
1291,Worm Barses,Effect Monster,Reptile,0.25,0.3,0.28,True,yugioh
1292,"Latinum, Exarch of Dark World",Effect Monster,Fiend,0.5,0.48,0.3,True,yugioh
1293,Evil Blast,Trap Card,Normal,,,,False,yugioh
1294,The Light - Hex-Sealed Fusion,Effect Monster,Rock,0.25,0.32,0.2,True,yugioh
1295,Soul Tiger,Normal Monster,Beast,0.3333333333333333,0.42,0.0,False,yugioh
1296,Knight Day Grepher,Gemini Monster,Warrior,0.3333333333333333,0.34,0.34,True,yugioh
1297,Mind Crush,Trap Card,Normal,,,,False,yugioh
1298,Monsturtle,Normal Monster,Aqua,0.25,0.2,0.16,True,yugioh
1299,Synchro Fusionist,Effect Monster,Spellcaster,0.16666666666666666,0.16,0.16,True,yugioh
1300,Divine Wind of Mist Valley,Spell Card,Field,,,,False,yugioh
1301,Spiritualism,Spell Card,Normal,,,,False,yugioh
1302,Constellar Aldebaran,Effect Monster,Beast-Warrior,0.25,0.26,0.26,True,yugioh
1303,Snowman Creator,Effect Monster,Machine,0.3333333333333333,0.32,0.32,True,yugioh
1304,Ultimate Tyranno,Effect Monster,Dinosaur,0.6666666666666666,0.6,0.6,True,yugioh
1305,Mechquipped Angineer,XYZ Monster,Fairy,0.25,0.36,0.36,True,yugioh
1306,Storm Caller,Effect Monster,Psychic,0.5,0.46,0.46,True,yugioh
1307,Pandora's Jewelry Box,Pendulum Effect Monster,Wyrm,0.3333333333333333,0.3,0.3,True,yugioh
1308,Shield Worm,Effect Monster,Insect,0.3333333333333333,0.4,0.16,True,yugioh
1309,Chronomaly Crystal Bones,Effect Monster,Rock,0.25,0.26,0.26,True,yugioh
1310,Amazoness Queen,Effect Monster,Warrior,0.5,0.48,0.48,True,yugioh
1311,Mirage Dragon,Effect Monster,Dragon,0.3333333333333333,0.32,0.32,True,yugioh
1312,Performapal Secondonkey,Effect Monster,Beast,0.3333333333333333,0.4,0.2,True,yugioh
1313,Carboneddon,Effect Monster,Dinosaur,0.25,0.16,0.16,True,yugioh
1314,Reptilianne Servant,Effect Monster,Reptile,0.08333333333333333,0.02,0.02,True,yugioh
1315,Canon the Melodious Diva,Effect Monster,Fairy,0.3333333333333333,0.4,0.28,True,yugioh
1316,Flower Cardian Pine with Crane,Effect Monster,Warrior,0.08333333333333333,0.4,0.4,True,yugioh
1317,Assault Blackwing - Raikiri the Rain Shower,Synchro Monster,Winged Beast,0.5833333333333334,0.52,0.52,True,yugioh
1318,Rise of the Snake Deity,Trap Card,Normal,,,,False,yugioh
1319,Jurrac Herra,Effect Monster,Dinosaur,0.5,0.46,0.46,True,yugioh
1320,Pair Cycroid,Fusion Monster,Machine,0.4166666666666667,0.32,0.32,True,yugioh
1321,Agido,Effect Monster,Fairy,0.3333333333333333,0.3,0.3,True,yugioh
1322,Bujingi Ibis,Effect Monster,Winged Beast,0.3333333333333333,0.32,0.32,True,yugioh
1323,Tyrant Red Dragon Archfiend,Synchro Monster,Dragon,0.8333333333333334,0.7,0.7,True,yugioh
1324,Odd-Eyes Pendulum Dragon,Pendulum Effect Monster,Dragon,0.5833333333333334,0.5,0.5,True,yugioh
1325,Odd-Eyes Pendulum Dragon,Pendulum Effect Monster,Dragon,0.5833333333333334,0.5,0.5,True,yugioh
1326,Master Gig,Effect Monster,Psychic,0.6666666666666666,0.52,0.52,True,yugioh
1327,Dark Rebellion Xyz Dragon,XYZ Monster,Dragon,0.3333333333333333,0.5,0.5,True,yugioh
1328,Dark Rebellion Xyz Dragon,XYZ Monster,Dragon,0.3333333333333333,0.5,0.5,True,yugioh
1329,Cloudian - Turbulence,Effect Monster,Fairy,0.3333333333333333,0.16,0.16,True,yugioh
1330,Sasuke Samurai,Effect Monster,Warrior,0.16666666666666666,0.16,0.1,True,yugioh
1331,Night Assailant,Flip Effect Monster,Fiend,0.25,0.1,0.04,True,yugioh
1332,Inspection,Spell Card,Continuous,,,,False,yugioh
1333,Gale Dogra,Effect Monster,Insect,0.16666666666666666,0.13,0.13,True,yugioh
1334,Chrysalis Larva,Effect Monster,Insect,0.16666666666666666,0.06,0.06,True,yugioh
1335,Armored Rat,Normal Monster,Beast,0.25,0.22,0.19,True,yugioh
1336,The Grand Jupiter,Effect Monster,Warrior,0.6666666666666666,0.5,0.5,True,yugioh
1337,Beckoning Light,Trap Card,Normal,,,,False,yugioh
1338,Zolga,Effect Monster,Fairy,0.3333333333333333,0.34,0.34,True,yugioh
1339,Armor Ninjitsu Art of Alchemy,Spell Card,Normal,,,,False,yugioh
1340,Dragon's Bind,Trap Card,Continuous,,,,False,yugioh
1341,Ghostrick Stein,Effect Monster,Zombie,0.25,0.32,0.32,True,yugioh
1342,Elemental HERO Gaia,Fusion Monster,Warrior,0.5,0.52,0.44,True,yugioh
1343,Solemn Authority,Trap Card,Continuous,,,,False,yugioh
1344,Drooling Lizard,Normal Monster,Reptile,0.25,0.18,0.18,True,yugioh
1345,Yellow Duston,Effect Monster,Fiend,0.08333333333333333,0.2,0.0,False,yugioh
1346,Moonlit Papillon,Effect Monster,Insect,0.3333333333333333,0.32,0.24,True,yugioh
1347,Toon Masked Sorcerer,Toon Monster,Spellcaster,0.3333333333333333,0.28,0.18,True,yugioh
1348,Kuribandit,Effect Monster,Fiend,0.25,0.2,0.2,True,yugioh
1349,The Reliable Guardian,Spell Card,Quick-Play,,,,False,yugioh
1350,Dragged Down into the Grave,Spell Card,Normal,,,,False,yugioh
1351,Flint Missile,Spell Card,Quick-Play,,,,False,yugioh
1352,Teva,Effect Monster,Warrior,0.4166666666666667,0.4,0.4,True,yugioh
1353,Lesser Fiend,Effect Monster,Fiend,0.4166666666666667,0.42,0.42,True,yugioh
1354,Evolsaur Pelta,Effect Monster,Dinosaur,0.3333333333333333,0.4,0.22,True,yugioh
1355,Odd-Eyes Advent,Spell Card,Ritual,,,,False,yugioh
1356,Bracchio-raidus,Fusion Monster,Dinosaur,0.5,0.44,0.44,True,yugioh
1357,Royal Keeper,Effect Monster,Zombie,0.3333333333333333,0.34,0.32,True,yugioh
1358,Blackwing - Boreas the Sharp,Effect Monster,Winged Beast,0.4166666666666667,0.26,0.26,True,yugioh
1359,Naturia Leodrake,Synchro Monster,Beast,0.75,0.6,0.6,True,yugioh
1360,Inzektor Sword - Zektkaliber,Spell Card,Equip,,,,False,yugioh
1361,Freed the Brave Wanderer,Effect Monster,Warrior,0.3333333333333333,0.34,0.34,True,yugioh
1362,Neo Bug,Normal Monster,Insect,0.3333333333333333,0.36,0.36,True,yugioh
1363,Swift Gaia the Fierce Knight,Effect Monster,Warrior,0.5833333333333334,0.46,0.46,True,yugioh
1364,Contact,Spell Card,Normal,,,,False,yugioh
1365,Performapal Rain Goat,Effect Monster,Beast,0.08333333333333333,0.0,0.0,False,yugioh
1366,Dark Sanctuary,Spell Card,Field,,,,False,yugioh
1367,D.D. Sprite,Tuner Monster,Fairy,0.08333333333333333,0.02,0.0,False,yugioh
1368,Spirit Force,Trap Card,Normal,,,,False,yugioh
1369,Psi-Curse,Trap Card,Normal,,,,False,yugioh
1370,Odd-Eyes Absolute Dragon,XYZ Monster,Dragon,0.5833333333333334,0.56,0.56,True,yugioh
1371,Gishki Avance,Effect Monster,Spellcaster,0.3333333333333333,0.3,0.3,True,yugioh
1372,Karakuri Gold Dust,Spell Card,Quick-Play,,,,False,yugioh
1373,Subterror Nemesis Warrior,Effect Monster,Warrior,0.3333333333333333,0.36,0.36,True,yugioh
1374,Bright Star Dragon,Effect Monster,Dragon,0.3333333333333333,0.38,0.38,True,yugioh
1375,Speedroid Red-Eyed Dice,Tuner Monster,Machine,0.08333333333333333,0.02,0.02,True,yugioh
1376,Warm Worm,Effect Monster,Insect,0.25,0.28,0.12,True,yugioh
1377,Aromaseraphy Angelica,Tuner Monster,Plant,0.08333333333333333,0.0,0.0,False,yugioh
1378,Gravekeeper's Servant,Spell Card,Continuous,,,,False,yugioh
1379,Big Eye,Flip Effect Monster,Fiend,0.3333333333333333,0.24,0.24,True,yugioh
1380,Flower Cardian Paulownia with Phoenix,Effect Monster,Warrior,1.0,0.4,0.4,True,yugioh
1381,Eccentric Boy,Tuner Monster,Spellcaster,0.25,0.16,0.16,True,yugioh
1382,Genex Spare,Tuner Monster,Machine,0.25,0.24,0.16,True,yugioh
1383,Final Geas,Trap Card,Normal,,,,False,yugioh
